movie_title,storyline,Drama,Comedy,Thriller,Action,Romance,Adventure,Crime,Sci-Fi,Fantasy,Horror,Family,Mystery,Biography,Animation,Music,War,History,Sport,Musical,Documentary,Western,Others
Coal Miner's Daughter ,"At only thirteen years of age, Loretta Webb marries Doolittle Lynn and is soon responsible for a sizeable family. Loretta appears destined to a life of homemaking, but Doolittle recognises his wife's musical talent, and buys her a guitar as an anniversary present one year. At eighteen, the mother of four children and busy housewife still finds time to write and sing songs at small fairs and local honky-tonks. This gift sets Loretta Lynn on the gruelling, tumultuous path to superstardom and country music greatness.",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Diary of a Wimpy Kid ,"To Greg Heffley, middle school is the dumbest idea ever invented. It's a place rigged with hundreds of social landmines, not the least of which are morons, wedgies, swirlies, bullies, lunchtime banishment to the cafeteria floor - and a festering piece of cheese with nuclear cooties. To survive the never-ending ordeal and attain the recognition and status he feels he so richly deserves, Greg devises an endless series of can't-miss schemes, all of which, of course, go awry. And he's getting it all down on paper, via a diary - ""it's NOT a diary, it's a journal!"" Greg insists, preferring the less-sissyfied designation - filled with his opinions, thoughts, tales of family trials and tribulations, and (would-be) schoolyard triumphs. ""One day when I'm famous,"" writes Greg, ""I'll have better things to do than answer people's stupid questions all day."" So was born the Wimpy Kid's diary.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mama ,"The senior partner of an investment brokerage, Jeffrey Desange, has a breakdown due to a financial collapse and kills several co-workers and his estranged wife. He then kidnaps his two young daughters, Victoria 3 and Lilly just 1. He drives his car recklessly through a winding snow covered road. He loses control of his car and drives off an embankment. He finds an abandoned and isolated cabin where he plans to kill his daughters, but the children are saved by a dark ghostly image. After five years of searching and depleting his savings, Jeffrey's twin brother, Lucas, finds the children that were raised without social interaction and claim that they have been raised by 'Mama'. Lucas disputes the custody with the children's Great Aunt but Dr. Dreyfuss, who is working with the girls, helps Lucas get custody of the girls so that he can still have access to them. Lucas, his girlfriend Annabel, Victoria and Lilly move into a house provided by the institute that Dr. Dreyfuss works for. Lucas...",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Halloween ,"The year is 1963, the night: Halloween. Police are called to 43 Lampkin Ln. only to discover that 15 year old Judith Myers has been stabbed to death, by her 6 year-old brother, Michael. After being institutionalized for 15 years, Myers breaks out on the night before Halloween. No one knows, nor wants to find out, what will happen on October 31st 1978 besides Myers' psychiatrist, Dr. Loomis. He knows Michael is coming back to Haddonfield, but by the time the town realizes it, it'll be too late for many people.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
National Lampoon's Vacation ,"The Griswold family are on a quest. A quest to a Walley World theme park for a family vacation, but things aren't going to go exactly as planned, especially when Clark Griswold is losing all thought towards a mysterious blonde in a red Ferrari.",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Grandpa ,"Eighty-six-year-old Irving Zisman is on a journey across America with the most unlikely companion: his eight-year-old grandson Billy, in ""Jackass Presents: Bad Grandpa"". Jackass characters Irving Zisman (Johnny Knoxville) and Billy (Jackson Nicoll) will take movie audiences along for the most insane hidden camera road trip ever captured on camera. Along the way Irving will introduce the young and impressionable Billy to people, places, and situations that give new meaning to the term ""childrearing"". The duo will encounter male strippers, disgruntled child beauty pageant contestants (and their equally disgruntled mothers), funeral home mourners, biker bar patrons, and a whole lot of unsuspecting citizens. Real people in unreal situations, making for one really messed up comedy.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Queen ,"Diana the 'People's Princess' has died in a car accident in Paris. The Queen and her family decide that for the best, they should remain hidden behind the closed doors of Balmoral Castle. The heartbroken public do not understand and request that the Queen comforts her people. This also puts pressure on newly elected Tony Blair, who constantly tries to convince the monarchy to address the public.",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Beetlejuice ,"Adam and Barbara are a normal couple...who happen to be dead. They have given their precious time to decorate their house and make it their own, but unfortunately a family is moving in, and not quietly. Adam and Barbara try to scare them out, but end up becoming the main attraction to the money making family. They call upon Beetlejuice to help, but Beetlejuice has more in mind than just helping.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Why Did I Get Married? ,"Dr. Patricia Agnew, a psychologist, has written a best seller about marriage: hers and those of three other couples who together take a week's vacation each year to ask themselves, ""Why did I get married?"" It's time for one of those weeks, and all four relationships are strained: Patricia and her husband Gavin have the shadow of grief between them; Terry believes that Diane has abandoned him for her work; Angela, who's built a successful business, belittles her husband Marcus, who works for her; Mike is cruel to Sheila, his religious, overweight wife. During the week, each person's secret comes out. Will these marriages survive?",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Women ,"Louisa May Alcott's autobiographical account of her life with her three sisters in Concord, Massachusetts in the 1860s. With their father fighting in the American Civil War, sisters Jo, Meg, Amy and Beth are at home with their mother, a very outspoken women for her time. The story tells of how the sisters grow up, find love and find their place in the world.",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Woman in Black ,"In London, solicitor Arthur Kipps still grieves the death of his beloved wife Stella on the delivery of their son Joseph four years ago. His employer gives him a last chance to keep his job, and he is assigned to travel to the remote village of Cryphin Gifford to examine the documentation of the Eel Marsh House that belonged to the recently deceased Mrs. Drablow. Arthur befriends Daily on the train and the man offers a ride to him to the Gifford Arms inn. Arthur has a cold reception and the owner of the inn tells that he did not receive the request of reservation and there is no available room. The next morning, Arthur meets solicitor Jerome who advises him to return to London. However, Arthur goes to the isolated manor and soon he finds that Eel Marsh House is haunted by the vengeful ghost of a woman dressed in black. He also learns that the woman lost her son drowned in the marsh and she seeks revenge, taking the children of the scared locals.",1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
When a Stranger Calls ,Jill Johnson is being forced to babysit at a BIG house all by herself for exceeding her telephone minutes. Then all of a sudden a stranger calls making these weird remarks. Jill decides to call the police to trace the call. Jill is freaked out when she finds out that the call is coming from inside the house! Jill runs in a hurry trying to get the children and leave. Will Jill make it out of the house in time? Will she live? Well you just have to watch the movie to find out!,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Big Fat Liar ,"A take on the classic tale 'The Boy Who Cried Wolf', this is the story of a 14-year-old boy named Jason Shephard who lies for the fun of it. He loses an important story assignment entitled 'Big Fat Liar' in movie producer Marty Wolf's limo, which Wolf then turns into a film. When Jason sees a movie preview of his story, he and his best friend Kaylee go to Los Angeles to make Wolf confess to using his story, to clear his name, and to get him out of having to attend summer school. The teen liar then has to match wits with Wolf, who also turns out to be a big liar.",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Deer Hunter ,"Michael, Steven and Nick are young factory workers from Pennsylvania who enlist into the Army to fight in Vietnam. Before they go, Steven marries the pregnant Angela, and their wedding party also serves as the men's farewell party. After some time and many horrors, the three friends fall in the hands of the Vietcong and are brought to a prison camp in which they are forced to play Russian roulette against each other. Michael makes it possible for them to escape, but they soon get separated again.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Wag the Dog ,"After being caught in a scandalous situation days before the election, the president does not seem to have much of a chance of being re-elected. One of his advisers contacts a top Hollywood producer in order to manufacture a war in Albania that the president can heroically end, all through mass media.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lizzie McGuire Movie ,"Teen queen Lizzie McGuire grows up a bit and hits the big screen in this comedy drama, based on the popular Disney Network series. Lizzie McGuire and her best friends Kate, Gordo, and Ethan have just graduated from middle school, and to celebrate, they're taking part in a class trip to Rome, Italy. Eager to celebrate their new maturity as high school students, Lizzie and her pals hope to live it up in one of Europe's most fabled cities, but fate has something more spectacular in store for Lizzie. Lizzie discovers that she bears a striking resemblance to Isabella, an Italian teen-pop idol famous for her duets with heart-throb Paolo -- so much so that when Paolo and Isabella have a falling out, he asks Lizzie to take Isabella's place for an upcoming concert. Lizzie, however, isn't sure she feels comfortable stepping into the spotlight, and is even less sure about the way she feels about Paolo, who makes no secret of his infatuation with her. Things don't get any simpler for Lizzie when ...",0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
